5 stars_count,5 stars_average_score,4 stars_count,4 stars_average_score,3 stars_count,3 stars_average_score,1 star_count,1 star_average_score,2 stars_count,2 stars_average_score
2.0,0.8755356669425964,,,,,,,,
,,,,1.0,0.251864492893219,,,,
6.0,0.6696501274903616,,,,,1.0,0.2793036997318268,,
1.0,0.6439437866210938,1.0,0.5346155166625977,3.0,0.5771082043647766,,,1.0,0.5599215626716614
,,,,1.0,0.251864492893219,,,,
,,,,1.0,0.251864492893219,,,,
,,,,1.0,0.251864492893219,,,,
,,,,1.0,0.251864492893219,,,,
9.0,0.651263952255249,1.0,0.5642589926719666,3.0,0.5886701941490173,,,1.0,0.5381482243537903
,,,,1.0,0.251864492893219,,,,
10.0,0.721980881690979,8.0,0.5258385129272938,,,,,,
140.0,0.743580906518868,34.0,0.5839582900790607,,,,,,
4.0,0.7766019552946091,3.0,0.6833073794841766,,,,,,
10.0,0.7192517757415772,,,,,,,,
8.0,0.7622168660163879,5.0,0.626228415966034,,,,,,
10.0,0.6955847203731537,9.0,0.5532664060592651,1.0,0.5093353986740112,,,,
,,,,1.0,0.251864492893219,,,,
23.0,0.7229338612245477,8.0,0.5687404572963715,,,,,,
,,,,1.0,0.251864492893219,,,,
91.0,0.749519407749176,24.0,0.538883858670791,1.0,0.5480446815490723,1.0,0.5014720559120178,1.0,0.4832266569137573
6.0,0.5805171181758245,3.0,0.6003904044628143,,,1.0,0.3772158622741699,1.0,0.4226974844932556
,,,,1.0,0.251864492893219,,,,
14.0,0.6867696728025164,7.0,0.5248503855296544,2.0,0.5144674181938171,,,,
4.0,0.7076153457164764,3.0,0.6178015470504761,,,,,1.0,0.3358323872089386
5.0,0.852598249912262,,,,,,,,
24.0,0.7656466302772363,4.0,0.4352104961872101,1.0,0.2539339065551758,,,,
4.0,0.746055856347084,,,1.0,0.4293825030326843,,,,
,,,,1.0,0.251864492893219,,,,
,,,,1.0,0.251864492893219,,,,
7.0,0.6818963033812386,2.0,0.5528935790061951,,,,,,
,,,,1.0,0.251864492893219,,,,
70.0,0.7344726749828884,35.0,0.5495319664478302,1.0,0.2539339065551758,3.0,0.6594027976195017,6.0,0.4291925976673762
,,,,1.0,0.251864492893219,,,,
,,1.0,0.6993584632873535,,,,,,
9.0,0.7972780134942796,,,,,,,,
1.0,0.7201575040817261,,,,,,,,
6.0,0.748295933008194,3.0,0.5148297349611918,,,,,,
85.0,0.7592644060359282,22.0,0.5542762062766335,1.0,0.5118100047111511,2.0,0.6454100608825684,1.0,0.46798500418663025
,,,,1.0,0.251864492893219,,,,
7.0,0.7461238205432892,1.0,0.6705559492111206,,,,,,
7.0,0.6821092963218689,1.0,0.5219162106513977,,,,,,
50.0,0.6790236932039261,17.0,0.5356447048047009,2.0,0.6173456460237503,2.0,0.4884811341762543,2.0,0.5294888019561768
,,,,1.0,0.251864492893219,,,,
26.0,0.7260134701545422,8.0,0.5285620763897896,2.0,0.33257508277893066,2.0,0.5083335638046265,,
6.0,0.7323726713657379,2.0,0.5890052914619446,,,,,,
2.0,0.8287874460220337,,,,,,,,
,,1.0,0.5538724660873413,,,,,1.0,0.5178324580192566
4.0,0.6903059035539627,1.0,0.5197620391845703,,,,,,
,,,,1.0,0.251864492893219,,,,
11.0,0.7334203286604448,3.0,0.5125780602296194,,,,,1.0,0.3038976788520813
,,,,1.0,0.251864492893219,,,,
,,,,1.0,0.251864492893219,,,,
2.0,0.739000141620636,,,,,,,,
,,,,1.0,0.251864492893219,,,,
5.0,0.6112453699111938,6.0,0.4951208482186,2.0,0.3395928144454956,,,,
173.0,0.7106785595072487,74.0,0.5725188408349011,6.0,0.5130442430575689,,,3.0,0.3827463984489441
1.0,0.755876898765564,1.0,0.4862014055252075,,,,,,
4.0,0.6151565462350845,1.0,0.6798893213272095,1.0,0.5083973407745361,,,,
,,,,1.0,0.251864492893219,,,,
5.0,0.6822739720344544,2.0,0.545108437538147,1.0,0.5484910011291504,,,,
14.0,0.7323579490184784,3.0,0.5348067283630371,,,1.0,0.6949481964111328,,
18.0,0.776716775364346,2.0,0.48209190368652344,,,,,,
1.0,0.5534423589706421,,,,,,,,
6.0,0.7944767971833547,1.0,0.5727830529212952,1.0,0.41690492630004883,,,,
79.0,0.7231665495075758,37.0,0.5487853586673737,4.0,0.4453342482447624,,,2.0,0.5592653006315231
41.0,0.6900361209380917,7.0,0.5640404011522021,,,,,,
,,,,1.0,0.251864492893219,,,,
35.0,0.7232457271644047,6.0,0.5565368632475535,2.0,0.6262862682342529,,,,
301.0,0.7052015675064733,101.0,0.5699265687772543,13.0,0.43785033776209903,1.0,0.30884167551994324,9.0,0.4131224950154622
137.0,0.6919758065338553,60.0,0.5596465612451236,13.0,0.5030453503131866,2.0,0.6766081601381302,4.0,0.45100194215774536
20.0,0.6669439166784287,1.0,0.4288453161716461,,,1.0,0.4401063919067383,,
,,,,1.0,0.251864492893219,,,,
,,,,1.0,0.251864492893219,,,,
,,,,1.0,0.251864492893219,,,,
2.0,0.7295638620853424,1.0,0.484721839427948,,,,,,
,,1.0,0.5144060254096985,1.0,0.2539339065551758,,,,
,,,,1.0,0.251864492893219,,,,
5.0,0.7542715668678284,4.0,0.632215641438961,,,,,1.0,0.39556482434272766
1.0,0.5750991106033325,,,,,,,,
,,,,1.0,0.251864492893219,,,,
,,1.0,0.5771981477737427,,,,,,
57.0,0.7333877484003702,16.0,0.536344476044178,,,,,1.0,0.468667596578598
2.0,0.7147905230522156,,,2.0,0.6200786381959915,,,,
12.0,0.6434046650926272,9.0,0.5530985593795776,2.0,0.5126837641000748,1.0,0.826071560382843,,
,,,,1.0,0.251864492893219,,,,
,,,,1.0,0.251864492893219,,,,
13.0,0.7645849310434781,1.0,0.4599437713623047,1.0,0.3675425052642822,,,,
39.0,0.7281101666964017,4.0,0.6401340067386627,,,,,,
27.0,0.6707622033578379,10.0,0.5490269243717194,3.0,0.423051118850708,,,2.0,0.4934273660182953
36.0,0.7075886030991873,18.0,0.5430005076858733,2.0,0.6913537681102753,1.0,0.41746580600738525,1.0,0.5534656643867493
7.0,0.7641162957463946,,,,,,,,
,,,,1.0,0.251864492893219,,,,
3.0,0.6099591354529063,3.0,0.542788048585256,,,,,,
19.0,0.7478292443250355,8.0,0.5684010460972786,,,1.0,0.43401864171028137,,
,,,,1.0,0.251864492893219,,,,
,,,,1.0,0.251864492893219,,,,
97.0,0.7637350660623964,14.0,0.5531440845557621,,,,,,
20.0,0.7901450127363205,4.0,0.5077090933918953,,,1.0,0.4562832713127136,,
53.0,0.775061476343083,8.0,0.577234011143446,2.0,0.5118282735347748,1.0,0.3447434902191162,,
8.0,0.829238586127758,4.0,0.4994926303625107,,,1.0,0.9680477380752563,1.0,0.49343952536582947
8.0,0.6960553526878357,,,,,2.0,0.665480762720108,2.0,0.38771386444568634
,,,,1.0,0.251864492893219,,,,
120.0,0.7103484171132247,62.0,0.5887922812854091,6.0,0.549201637506485,1.0,0.4574471414089203,5.0,0.4078981876373291
,,1.0,0.7467523813247681,,,,,1.0,0.27711501717567444
21.0,0.7828293357576642,8.0,0.47583718225359917,,,,,,
111.0,0.6894326376485395,58.0,0.5544475219373045,16.0,0.4793506870046258,5.0,0.5564781874418259,4.0,0.4527718126773834
23.0,0.7580152089181154,3.0,0.4678076008955638,,,,,,
1.0,0.7202457189559937,1.0,0.516200602054596,,,,,,
,,,,1.0,0.251864492893219,,,,
193.0,0.7422912710688893,36.0,0.5291491200526556,4.0,0.35293813794851303,,,1.0,0.3819156885147095
32.0,0.6452905433252454,17.0,0.5808177888393402,3.0,0.48472094535827637,,,4.0,0.5447242259979248
2.0,0.7885692715644836,1.0,0.471397340297699,1.0,0.49565833806991577,,,,
10.0,0.6436762154102326,2.0,0.5268010646104813,,,1.0,0.4969162344932556,,
91.0,0.688436760352208,51.0,0.5620534349890316,10.0,0.5047454431653022,1.0,0.7443886995315552,2.0,0.463328093290329
49.0,0.7043291531047042,46.0,0.5825048646201259,5.0,0.3843043386936188,1.0,0.7989928722381592,1.0,0.4921393096446991
,,,,1.0,0.251864492893219,,,,
,,,,1.0,0.251864492893219,,,,
3.0,0.6877654393513998,,,,,,,,
53.0,0.7138802386679739,28.0,0.5977477473872048,3.0,0.450574666261673,,,2.0,0.31982235610485077
83.0,0.7093641941087792,32.0,0.5837642606347799,4.0,0.5076367408037186,1.0,0.8775664567947388,,
571.0,0.7441774133573271,126.0,0.5571180064053762,6.0,0.4668654998143514,,,7.0,0.43173544321741375
110.0,0.7155568862503225,38.0,0.5731726461335233,1.0,0.38952094316482544,,,2.0,0.44156356155872345
120.0,0.7808793423076471,13.0,0.5829620338403262,,,,,,
,,,,1.0,0.251864492893219,,,,
29.0,0.6750008073346369,13.0,0.6146946962063129,7.0,0.46503575359072,1.0,0.4451002776622772,1.0,0.4415559768676758
108.0,0.7354133347118342,18.0,0.6102160082923042,,,,,,
,,,,1.0,0.251864492893219,,,,
19.0,0.7284743691745558,6.0,0.5262981951236725,2.0,0.5216347426176071,,,,
5.0,0.7157910943031311,2.0,0.5789214372634888,,,,,,
15.0,0.7584970394770304,11.0,0.5265951712023128,,,,,,
13.0,0.6603598021543943,5.0,0.5957080066204071,2.0,0.6466465890407562,2.0,0.5694716274738312,,
6.0,0.7918129861354828,,,,,,,,
,,,,1.0,0.251864492893219,,,,
,,,,1.0,0.251864492893219,,,,
35.0,0.7089752469744001,9.0,0.6338073213895162,1.0,0.4458766281604767,1.0,0.5804502367973328,,
,,,,1.0,0.251864492893219,,,,
,,,,1.0,0.251864492893219,,,,
,,,,1.0,0.251864492893219,,,,
124.0,0.7322396049576421,30.0,0.550145744283994,3.0,0.6203646461168925,,,3.0,0.38250016172726947
,,,,1.0,0.251864492893219,,,,
,,,,1.0,0.251864492893219,,,,
,,,,,,2.0,0.9143226146697998,,
82.0,0.7207057708647193,31.0,0.5724001757560238,2.0,0.43329814076423645,2.0,0.32772083580493927,1.0,0.5766829252243042
1.0,0.8780184984207153,,,,,,,,
19.0,0.7587216261186098,4.0,0.49090341478586197,,,,,,
30.0,0.7173153589169184,2.0,0.4552028626203537,1.0,0.45813557505607605,,,,
,,1.0,0.8015307188034058,,,,,,
2.0,0.5739251673221588,,,1.0,0.690618634223938,,,,
,,,,1.0,0.251864492893219,,,,
13.0,0.6704657261188214,1.0,0.6167342066764832,,,,,,
13.0,0.7442912390598884,1.0,0.67920982837677,,,,,,
27.0,0.6745117571618822,5.0,0.619230306148529,,,1.0,0.4298579692840576,,
,,,,1.0,0.251864492893219,,,,
,,,,1.0,0.251864492893219,,,,
1.0,0.7000812292098999,2.0,0.5205674916505814,,,,,,
,,,,1.0,0.251864492893219,,,,
,,,,1.0,0.251864492893219,,,,
,,,,1.0,0.251864492893219,,,,
,,,,1.0,0.251864492893219,,,,
94.0,0.8042287027582209,13.0,0.5502851788814251,1.0,0.44365793466567993,,,,
9.0,0.8032929632398818,8.0,0.6672229431569576,3.0,0.39620736241340637,,,1.0,0.4834185242652893
3.0,0.7109125852584839,,,,,,,,
,,,,1.0,0.251864492893219,,,,
,,,,1.0,0.251864492893219,,,,
,,,,1.0,0.251864492893219,,,,
3.0,0.7859354615211487,,,,,,,1.0,0.37687811255455017
,,1.0,0.6678012609481812,1.0,0.49677181243896484,,,,
156.0,0.7492234907471217,24.0,0.5302510658899943,1.0,0.40342196822166443,,,,
8.0,0.7648170366883278,1.0,0.5285559296607971,1.0,0.3820768892765045,,,,
2.0,0.6912623345851898,2.0,0.4029119610786438,,,,,,
97.0,0.7871502840641847,11.0,0.5749079178680073,,,,,,
2.0,0.6948120892047882,,,,,,,,
40.0,0.7200851052999496,7.0,0.5134495198726654,,,,,1.0,0.5709881782531738
,,,,1.0,0.251864492893219,,,,
1.0,0.7969924211502075,4.0,0.6161320507526398,,,,,,
,,,,1.0,0.251864492893219,,,,
,,,,1.0,0.251864492893219,,,,
,,,,1.0,0.251864492893219,,,,
10.0,0.7414375483989716,5.0,0.6327578306198121,1.0,0.2539339065551758,,,3.0,0.420637587706248
14.0,0.7197196313313076,4.0,0.5272250771522522,2.0,0.4413554221391678,1.0,0.3840298652648926,,
17.0,0.8046427088625291,3.0,0.6710814535617828,1.0,0.40883898735046387,1.0,0.41812664270401,,
91.0,0.7147943721367762,15.0,0.5492532511552175,,,,,,
,,,,1.0,0.251864492893219,,,,
33.0,0.709772937225573,13.0,0.5916572327797229,1.0,0.2903767228126526,,,1.0,0.4316684901714325
27.0,0.7049204000720272,5.0,0.49477818608283997,2.0,0.6697593629360199,,,1.0,0.3486667573451996
32.0,0.777874544262886,2.0,0.5327461063861847,,,1.0,0.405960351228714,1.0,0.47241005301475525
126.0,0.7317572489144311,34.0,0.5657569091109669,6.0,0.3737456252177556,,,1.0,0.4014990031719208
,,,,1.0,0.251864492893219,,,,
,,,,1.0,0.251864492893219,,,,
8.0,0.736489973962307,4.0,0.5346074625849724,1.0,0.6088454127311707,,,,
13.0,0.6911510458359351,3.0,0.5490058461825053,,,,,,
84.0,0.7366263848685083,31.0,0.5845444279332315,,,,,,
,,,,1.0,0.251864492893219,,,,
30.0,0.744561247030894,7.0,0.6446547721113477,2.0,0.4567357897758484,,,,
,,,,1.0,0.251864492893219,,,,
118.0,0.7029236651073067,36.0,0.5568313598632812,8.0,0.4811156839132309,1.0,0.5586244463920593,5.0,0.4374065935611725
1.0,0.5971875190734863,,,1.0,0.4809921979904175,,,,
43.0,0.6835962568604669,20.0,0.5465213790535927,3.0,0.5994700789451599,1.0,0.7059721350669861,2.0,0.3083590045571327
9.0,0.7030228310161166,5.0,0.5267343521118164,,,,,1.0,0.3514145314693451
,,,,1.0,0.251864492893219,,,,
,,,,1.0,0.251864492893219,,,,
,,,,1.0,0.251864492893219,,,,
83.0,0.7398664524038154,26.0,0.5701124335710819,4.0,0.4474139139056206,,,2.0,0.4487558901309967
102.0,0.7231318705222186,18.0,0.5461543732219272,3.0,0.34952208399772644,1.0,0.6581552624702454,,
,,,,1.0,0.251864492893219,,,,
,,,,1.0,0.251864492893219,,,,
22.0,0.7312172014604915,8.0,0.5200033634901047,,,,,,
4.0,0.8043550997972488,3.0,0.5667678316434225,,,,,,
146.0,0.7002978610665831,72.0,0.5738088861107826,7.0,0.5126086473464966,1.0,0.5335789918899536,3.0,0.4776655932267507
244.0,0.758070955999562,40.0,0.551611939817667,2.0,0.38694603741168976,1.0,0.35951778292655945,3.0,0.3181455433368683
13.0,0.7358496234967158,8.0,0.539342001080513,1.0,0.8417502641677856,,,,
,,,,1.0,0.251864492893219,,,,
32.0,0.7023308407515287,12.0,0.5510497912764549,,,,,,
103.0,0.6722300914884771,41.0,0.5108877536727161,16.0,0.48086921498179436,5.0,0.5685239017009736,6.0,0.37762056787808734
1.0,0.5648640394210815,,,,,,,,
,,,,1.0,0.251864492893219,,,,
27.0,0.6755684205779323,8.0,0.5293446853756905,,,,,,
160.0,0.752200449258089,52.0,0.5612435151751225,3.0,0.40047141909599304,1.0,0.5977074503898621,3.0,0.4603205720583598
29.0,0.749848165388765,15.0,0.5413918038209279,1.0,0.521052896976471,,,,
5.0,0.575773561000824,2.0,0.6813108026981354,,,,,,
5.0,0.7766112446784973,,,,,,,,
4.0,0.622690424323082,5.0,0.6268219232559205,1.0,0.4393044114112854,,,,
43.0,0.7092472910881042,13.0,0.5973267303063319,,,,,1.0,0.4218273162841797
,,,,1.0,0.251864492893219,,,,
43.0,0.6922598280185877,16.0,0.5047041904181242,2.0,0.5129768997430801,,,,
67.0,0.7547166156235026,18.0,0.571335549155871,1.0,0.5791919827461243,,,,
,,,,1.0,0.251864492893219,,,,
22.0,0.8097803809426047,,,,,,,,
3.0,0.6764963070551554,2.0,0.49849869310855865,,,,,,
,,,,1.0,0.251864492893219,,,,
,,,,1.0,0.251864492893219,,,,
1.0,0.7961663603782654,,,,,,,,
,,,,1.0,0.251864492893219,,,,
2.0,0.5484183430671692,,,,,,,,
15.0,0.7114219963550568,8.0,0.5749183930456638,,,1.0,0.6340222954750061,,
5.0,0.7931434750556946,,,,,,,,
,,,,1.0,0.251864492893219,,,,
18.0,0.7116640508174896,5.0,0.5310921728610992,2.0,0.5317621678113937,1.0,0.8505457043647766,1.0,0.4705843925476074
4.0,0.6099390089511871,1.0,0.47507137060165405,1.0,0.39224565029144287,,,1.0,0.48660939931869507
5.0,0.8182024836540223,1.0,0.49719473719596863,,,,,1.0,0.2950880825519562
3.0,0.7991533080736796,1.0,0.3590070605278015,,,2.0,0.9459185898303986,,
,,,,1.0,0.251864492893219,,,,
78.0,0.7416475560420599,24.0,0.5731074487169584,8.0,0.4819595701992512,3.0,0.5095783273379008,2.0,0.4110589176416397
,,,,1.0,0.251864492893219,,,,
74.0,0.7795548004073065,22.0,0.5989174233241514,3.0,0.34714917341868085,,,2.0,0.3809158056974411
,,,,1.0,0.251864492893219,,,,
6.0,0.7620408435662588,6.0,0.5805050432682037,,,,,,
,,,,1.0,0.251864492893219,,,,
1.0,0.8462576270103455,,,,,,,,
,,,,1.0,0.251864492893219,,,,
,,,,1.0,0.251864492893219,,,,
,,,,1.0,0.251864492893219,,,,
,,,,1.0,0.251864492893219,,,,
218.0,0.693034329955731,80.0,0.5491155348718166,3.0,0.6126056214173635,1.0,0.5782688856124878,1.0,0.3506661653518677
2.0,0.6503768265247345,,,,,,,,
4.0,0.8167477548122406,,,1.0,0.5144668817520142,,,,
,,,,1.0,0.251864492893219,,,,
,,,,1.0,0.251864492893219,,,,
,,,,1.0,0.251864492893219,,,,
,,,,1.0,0.251864492893219,,,,
57.0,0.7227351775294856,12.0,0.5567251468698183,,,,,1.0,0.2968846559524536
,,,,1.0,0.251864492893219,,,,
7.0,0.7945237415177482,6.0,0.6770693262418112,2.0,0.4958288222551346,,,1.0,0.4033094644546509
,,,,1.0,0.251864492893219,,,,
,,,,1.0,0.251864492893219,,,,
63.0,0.746847213733764,10.0,0.5483725011348725,,,,,1.0,0.3154885470867157
105.0,0.7701972317127954,11.0,0.6141803427176042,1.0,0.46569931507110596,,,1.0,0.5588967204093933
5.0,0.6836684346199036,7.0,0.6840496148381915,1.0,0.6625714898109436,,,,
30.0,0.7990750908851624,2.0,0.5179931670427322,1.0,0.3846280872821808,,,,
,,,,1.0,0.251864492893219,,,,
30.0,0.8436998784542084,7.0,0.5372351663453239,,,,,,
1.0,0.7354435920715332,1.0,0.6540587544441223,,,,,1.0,0.5164701342582703
,,,,1.0,0.251864492893219,,,,
,,,,1.0,0.251864492893219,,,,
6.0,0.7713431020577749,,,,,,,,
,,,,1.0,0.251864492893219,,,,
,,,,1.0,0.251864492893219,,,,
123.0,0.7328825968552412,47.0,0.5634585200472081,4.0,0.4773430749773979,1.0,0.3649519383907318,2.0,0.5048369020223618
,,,,1.0,0.251864492893219,,,,
,,,,1.0,0.251864492893219,,,,
35.0,0.756781451191221,8.0,0.561271246522665,3.0,0.3930223484834035,1.0,0.5389777421951294,2.0,0.47531887888908386
,,,,1.0,0.251864492893219,,,,
35.0,0.7312617353030614,19.0,0.5875247591420224,5.0,0.52974151968956,,,1.0,0.45373833179473877
81.0,0.7565226882328222,18.0,0.6167030334472656,4.0,0.5184034183621407,3.0,0.7057097355524699,,
,,1.0,0.7090303301811218,,,,,1.0,0.5822718143463135
26.0,0.7430988091688889,9.0,0.6111557384332021,1.0,0.5075590014457703,1.0,0.8701956868171692,,
36.0,0.8299533145295249,3.0,0.604835589726766,,,,,,
,,,,1.0,0.251864492893219,,,,
,,,,1.0,0.251864492893219,,,,
1.0,0.6074700951576233,,,,,,,,
125.0,0.691575144290924,85.0,0.5842261941993938,11.0,0.527158108624545,,,2.0,0.5377968549728394
40.0,0.7372714057564735,6.0,0.5842383901278178,1.0,0.7025370597839355,1.0,0.85052490234375,,
,,,,1.0,0.251864492893219,,,,
14.0,0.7698433101177216,4.0,0.6025240123271942,,,2.0,0.5200722962617874,,
2.0,0.5975403785705566,1.0,0.658937931060791,1.0,0.45553353428840637,,,1.0,0.49552664160728455
2.0,0.6382203698158264,,,,,,,,
3.0,0.5682046810785929,7.0,0.5618437486035484,,,1.0,0.47796788811683655,,
,,,,1.0,0.251864492893219,,,,
1.0,0.4988977313041687,2.0,0.48939377069473267,,,,,,
8.0,0.8076685294508934,2.0,0.5893703401088715,,,,,,
,,,,1.0,0.251864492893219,,,,
92.0,0.7404770796065745,25.0,0.577778903245926,2.0,0.37619614601135254,,,,
,,,,1.0,0.251864492893219,,,,
4.0,0.6621152758598328,1.0,0.6197181940078735,,,1.0,0.45030477643013,,
2.0,0.5715542733669281,1.0,0.6774492859840393,,,,,,
,,,,1.0,0.251864492893219,,,,
,,,,1.0,0.251864492893219,,,,
42.0,0.7198489854733149,23.0,0.5560374428396639,5.0,0.49824507236480714,2.0,0.6570513546466827,,
,,,,1.0,0.251864492893219,,,,
43.0,0.7602371337801911,12.0,0.5572775676846504,,,,,1.0,0.4585096836090088
,,,,1.0,0.251864492893219,,,,
1.0,0.8317087888717651,,,,,,,,
,,,,1.0,0.251864492893219,,,,
1.0,0.9905062317848206,1.0,0.5443182587623596,,,,,,
1.0,0.6167073845863342,,,,,,,,
1.0,0.5701090693473816,3.0,0.562101682027181,1.0,0.4354255497455597,,,,
1.0,0.7832032442092896,,,,,,,,
49.0,0.7469146093543695,10.0,0.5514934897422791,2.0,0.4351489543914795,,,2.0,0.47844743728637695
22.0,0.6840009689331055,3.0,0.551021416982015,,,,,,
24.0,0.6895060290892919,22.0,0.5912332737987692,3.0,0.5524583061536154,,,1.0,0.4294295310974121
,,,,1.0,0.251864492893219,,,,
1.0,0.5428409576416016,2.0,0.5251394510269165,,,1.0,0.8497045636177063,,
5.0,0.6747855961322784,2.0,0.6167947947978973,1.0,0.29676395654678345,,,,
1.0,0.7272461652755737,1.0,0.4610712230205536,,,,,,
76.0,0.7311107524131474,17.0,0.5934729541049284,2.0,0.4647971987724304,1.0,0.5872112512588501,,
,,,,1.0,0.251864492893219,,,,
,,1.0,0.49845075607299805,,,,,,
,,,,1.0,0.251864492893219,,,,
12.0,0.6963461587826411,14.0,0.6090856471232006,2.0,0.5364919304847717,,,4.0,0.44507353752851486
,,,,1.0,0.251864492893219,,,,
2.0,0.6175542771816254,2.0,0.563094437122345,,,,,,
3.0,0.5768799583117167,,,1.0,0.5762817859649658,,,,
20.0,0.7764007449150085,4.0,0.5960803106427193,1.0,0.4450491666793823,,,,
142.0,0.750310587211394,23.0,0.5690059558204983,2.0,0.41663867235183716,1.0,0.30446478724479675,2.0,0.5116718411445618
,,,,,,1.0,0.6445693373680115,,
1.0,0.7946870923042297,,,,,,,,
1.0,0.8749738335609436,,,,,,,,
2.0,0.8405124247074127,1.0,0.5593481063842773,,,,,,
122.0,0.7413320516953703,25.0,0.5547548508644105,1.0,0.32874956727027893,1.0,0.3704400956630707,2.0,0.4553925395011902
24.0,0.7669956038395563,2.0,0.5469763278961182,,,,,,
19.0,0.704817040970451,2.0,0.5377363562583923,3.0,0.4007275402545929,,,,
308.0,0.7665206413570936,42.0,0.5455903659264246,3.0,0.6175753474235535,1.0,0.6542214751243591,1.0,0.2652999460697174
216.0,0.743803689463271,30.0,0.535761288801829,,,,,,
40.0,0.7279387056827545,9.0,0.5240705410639445,,,,,,
4.0,0.8461582362651825,1.0,0.5029272437095642,,,,,,
1.0,0.6212235689163208,1.0,0.5703611373901367,,,,,,
,,,,1.0,0.251864492893219,,,,
219.0,0.7911210887508305,19.0,0.5587131459462015,2.0,0.6560170948505402,2.0,0.40523117780685425,1.0,0.3660951554775238
1.0,0.49739885330200195,,,1.0,0.3947087228298187,,,,
13.0,0.6754650244346032,13.0,0.5604338302062108,5.0,0.47245481610298157,1.0,0.4762817621231079,,
4.0,0.68889220058918,1.0,0.49668097496032715,,,,,,
113.0,0.6809030419166109,72.0,0.5738796554505825,15.0,0.5053756713867188,4.0,0.7482933551073074,8.0,0.45191654190421104
1.0,0.7627557516098022,,,,,,,,
43.0,0.7123959736768589,20.0,0.6133513376116753,4.0,0.6490833461284637,1.0,0.535446047782898,2.0,0.4705623686313629
1.0,0.7701712250709534,,,,,,,,
51.0,0.7551477931293786,10.0,0.5930116474628448,,,,,,
,,,,1.0,0.251864492893219,,,,
20.0,0.7285908311605453,7.0,0.5375036554677146,,,1.0,0.4664892852306366,,
33.0,0.7800858960007176,9.0,0.5832125478320651,1.0,0.4461168944835663,1.0,0.788740873336792,2.0,0.44537460803985596
3.0,0.8225966294606527,,,,,,,,
8.0,0.7320101708173752,10.0,0.5473839968442917,1.0,0.4753294289112091,1.0,0.4159713387489319,1.0,0.41097089648246765
1.0,0.8298957943916321,,,,,,,,
,,,,1.0,0.251864492893219,,,,
189.0,0.7257895911969836,38.0,0.5829004268897208,3.0,0.3926231265068054,,,1.0,0.34492191672325134
51.0,0.7802219402556326,6.0,0.5044044951597849,,,,,,
,,,,1.0,0.251864492893219,,,,
181.0,0.7281203503766771,69.0,0.559823259063389,3.0,0.42905736962954205,1.0,0.4167632758617401,2.0,0.4788617193698883
,,,,1.0,0.251864492893219,,,,
57.0,0.7155599296092987,11.0,0.5714840320023623,3.0,0.5552913745244344,3.0,0.8096797466278076,1.0,0.2289613038301468
26.0,0.7359899156368696,20.0,0.6046432122588158,,,1.0,0.9056592583656311,,
13.0,0.7745075821876526,3.0,0.5893193284670512,,,,,,
29.0,0.7474202328714831,15.0,0.6069589455922445,,,,,,
,,,,1.0,0.251864492893219,,,,
,,,,1.0,0.251864492893219,,,,
14.0,0.7506247588566372,5.0,0.4968404769897461,,,1.0,0.34018608927726746,,
1.0,0.5096253156661987,,,,,,,,
5.0,0.807527482509613,2.0,0.5781689882278442,,,,,,
96.0,0.7006750330328941,29.0,0.5802129702321415,2.0,0.406075194478035,1.0,0.484748899936676,1.0,0.47604915499687195
270.0,0.7408622143445192,57.0,0.5554799312039426,3.0,0.466081440448761,,,1.0,0.25668105483055115
,,,,1.0,0.251864492893219,,,,
1.0,0.5039401054382324,,,,,,,,
,,,,1.0,0.251864492893219,,,,
272.0,0.7116696267005276,111.0,0.5932439321333224,25.0,0.45706931114196775,16.0,0.6149362251162529,16.0,0.48706297390162945
4.0,0.6952610313892365,,,,,,,,
11.0,0.7297582111575387,4.0,0.5682557076215744,,,,,,
18.0,0.7759920507669449,4.0,0.5854545012116432,,,1.0,0.7532644867897034,,
3.0,0.6787376403808594,3.0,0.5204168657461802,3.0,0.5009187658627828,,,,
1.0,0.788190484046936,1.0,0.4960140883922577,,,,,,
,,,,1.0,0.251864492893219,,,,
,,,,1.0,0.251864492893219,,,,
14.0,0.751552647777966,6.0,0.6159797807534536,,,,,,
138.0,0.7765015744860622,20.0,0.5347779542207718,1.0,0.3916100263595581,,,1.0,0.38658368587493896
3.0,0.6449987490971884,1.0,0.3262318968772888,,,,,,
4.0,0.7186372131109238,,,,,,,,
26.0,0.6749112984308829,10.0,0.5395382195711136,,,,,,
30.0,0.7212039078275363,21.0,0.6090838313102722,1.0,0.49583932757377625,,,1.0,0.388399213552475
,,,,1.0,0.251864492893219,,,,
7.0,0.7358690670558384,,,,,,,,
170.0,0.7496574519311681,43.0,0.5447141812291256,3.0,0.4173826376597087,1.0,0.4793567955493927,2.0,0.5487098097801208
,,,,1.0,0.251864492893219,,,,
7.0,0.6986393843378339,5.0,0.5742541730403901,2.0,0.6843254864215851,1.0,0.8830913305282593,,
1.0,0.8023238778114319,1.0,0.6966031789779663,,,,,,
3.0,0.56358402967453,1.0,0.7538942098617554,,,,,,
415.0,0.7376191625394017,117.0,0.5628961424032847,2.0,0.41960056126117706,,,,
53.0,0.7169251172047741,13.0,0.5973916718593011,2.0,0.3001854419708252,,,,
3.0,0.7529722849527994,1.0,0.6742941737174988,,,,,,
,,1.0,0.4757894277572632,,,,,,
,,,,1.0,0.251864492893219,,,,
